POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,latitude,longitude
2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28811,Sangradouro,SG-09,566415.74,6689023.35,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,93,RS,EOLCVRS028811-0-01,-29.92773337699998,-50.31188707399997
2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30801,Joana,AEG7,757837.0,8461216.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,94,BA,EOLCVBA030801-3-01,-13.907470758999978,-42.61398262399996
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30351,Eurus VI,EU-VI-03,174833.462134,9420801.25242,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus VI Energias Renováveis Ltda.,,95,RN,EOLCVRN030351-8-01,-5.23317426899996,-35.93307020199995
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30416,Rei dos Ventos 1,RDV 07,809300.0,9435400.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,96,RN,EOLCVRN030416-6-01,-5.101916775999939,-36.21050903399998
1.5,100.0,65.0,70.0,2022-10-24 15:37:27,28441,Volta do Rio,24,394931.14965056,9683193.25044476,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,97,CE,EOLCVCE028441-6-01,-2.8658339409999485,-39.94535872999995
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 12,425456.0,9667242.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,98,CE,EOLCVCE028699-0-01,-3.0103205049999247,-39.67080984299997
1.5,100.0,65.0,70.0,2022-10-24 15:37:27,28441,Volta do Rio,11,391443.80675198,9684653.9383391,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,99,CE,EOLCVCE028441-6-01,-2.8525944449999656,-39.97672196199994
2.1,121.5,77.5,88.0,2022-10-24 15:37:27,28887,Bons Ventos,NBV-10,637452.256,9509239.667,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,100,CE,EOLCVCE028887-0-01,-4.438932944999976,-37.76115573699997
2.0,145.0,100.0,90.0,2022-10-24 15:37:27,30745,Verace I,UG10,291765.0,6289037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Geribatu I S.A.,,101,RS,EOLCVRS030745-9-01,-33.51797584899998,-53.242088975999934
2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32010,Estrela,AG ES-06,466885.0,9639017.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Estrela S.A.,,102,CE,EOLCVCE032010-2-01,-3.2658465489999458,-39.29807565799996
1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,14,185564.0,9407839.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,103,RN,EOLCVRN030889-7-01,-5.350738794999927,-35.83689410299996
1.5,141.0,100.0,82.0,2022-10-24 15:37:27,37209,Casa Nova A,CNA-01,278441.0,8975752.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidro Elétrica do São Francisco - CHESF,,104,BA,EOLCVBA037209-9-01,-9.260208549999959,-41.01681339899994
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30778,Dourados,DOU-05,749228.682368,8434507.87348,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Dourados S.A.,,105,BA,EOLCVBA030778-5-01,-14.149533882999947,-42.691182939999976
1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31523,Caetité C,3,772657.0,8438481.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité C S.A.,,106,BA,EOLCVBA031523-0-01,-14.111460440999963,-42.47468589299996
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31561,Verace 24,AGV24-02,287098.0,6274349.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,107,RS,EOLCVRS031561-3-01,-33.649431291999974,-53.295807742999955
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30753,Tamanduá Mirim,TAM-67,757699.0,8407394.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,108,BA,EOLCVBA030753-0-01,-14.393710647999967,-42.610180267999965
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,30336,Embuaca,AEG13,463239.0,9642914.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Embuaca Geração e Comercialização de Energia S.A,,109,CE,EOLCVCE030336-4-01,-3.230580583999938,-39.33088230799996
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30319,Pajeú do Vento,PVE_14,755298.0,8450874.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pajeú do Vento S.A.,,110,BA,EOLCVBA030319-4-01,-14.001530636999973,-42.636917093999955
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30874,Riachão IV,AEG 6,226577.0,9389058.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Anemoi Ltda.,,111,RN,EOLCVRN030874-9-01,-5.52208363799997,-35.46780918099995
2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30789,Tacaicó,AEG8,604803.0,9001684.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Tacaicó Eólica S.A.,,112,PE,EOLCVPE030789-0-01,-9.03009241999996,-38.04646307599995
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,31866,Santo Inácio IV,SIIV-01,687716.0,9475009.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santo Inácio IV S.A.,,113,CE,EOLCVCE031866-3-01,-4.7475727669999515,-37.30751910699996
2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30801,Joana,AEG11,757333.0,8462422.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,114,BA,EOLCVBA030801-3-01,-13.896621052999933,-42.618755205999946
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30311,Morro dos Ventos IV,AG_05_MV4,180537.75,9403685.02,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,115,RN,EOLCVRN030311-9-01,-5.388058495999928,-35.88237964999996
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30311,Morro dos Ventos IV,AG_17_MV4,181310.0,9406032.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,116,RN,EOLCVRN030311-9-01,-5.366886330999932,-35.87531831699994
1.8,130.0,80.0,100.0,2022-10-24 15:37:27,30501,Cabeço Preto IV,AEG01,170411.0,9394200.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,117,RN,EOLCVRN030501-4-01,-5.473283937999952,-35.974082530999965
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30300,Morro dos Ventos VI,AG_06_MV6,180528.15,9407534.98,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos VI S.A,,118,RN,EOLCVRN030300-3-01,-5.3532736519999276,-35.88230265599998
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30515,Renascença I,UG9,182289.798,9413583.58,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença I S.A.,,119,RN,EOLCVRN030515-4-01,-5.29868543799995,-35.86617614299996
2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30622,Arizona 1,11,235742.29683257,9413413.26275412,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Arizona 1 Energia Renovável S.A.,,120,RN,EOLCVRN030622-3-01,-5.302283508999949,-35.38427333699997
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,3,181979.0,9417910.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,121,RN,EOLCVRN030497-2-01,-5.2595955389999745,-35.86879063799995
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28770,Enacel,EN-04,636569.12981707,9501681.23550379,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,122,CE,EOLCVCE028770-9-01,-4.5073097119999375,-37.76899987099995
1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-07,748639.0,8432641.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,123,BA,EOLCVBA030779-3-01,-14.166452652999965,-42.696472462999964
2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32013,Santa Mônica I,AG SM 2,468833.0,9639486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Santa Mônica SPE S.A.,,124,CE,EOLCVCE032013-7-01,-3.2616086179999684,-39.28054023499993
0.8,98.85,74.85,48.0,2022-10-24 15:37:27,29041,Millennium,04,281936.0,9282022.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,125,PB,EOLCVPB029041-6-01,-6.4916322479999735,-34.97185849599998
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,32091,Angelim,AGL - 08,753204.0,8445501.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Angelim S.A.,,126,BA,EOLCVBA032091-9-01,-14.04986183099993,-42.65539310799994
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28631,Praia Formosa,AEG 22,273518.0,9677847.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,127,CE,EOLCVCE028631-1-01,-2.91273207699993,-41.03751422499994
1.8,130.0,80.0,100.0,2022-10-24 15:37:27,30501,Cabeço Preto IV,AEG09,171660.0,9396744.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,128,RN,EOLCVRN030501-4-01,-5.450377410999977,-35.962711173999935
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28631,Praia Formosa,AEG 09,274054.0,9678893.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,129,CE,EOLCVCE028631-1-01,-2.9024698899999635,-41.03267582799998
2.1,150.0,93.0,114.0,2022-10-24 15:37:27,31372,Ventos de Santo Dimas,DIM-07,192186.0,9421683.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Dimas Energias Renováveis S.A.,,130,RN,EOLCVRN031372-6-01,-5.2259200979999605,-35.77663941399993
2.1,150.0,93.0,114.0,2022-10-24 15:37:27,31372,Ventos de Santo Dimas,DIM-02,190798.0,9421016.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Dimas Energias Renováveis S.A.,,131,RN,EOLCVRN031372-6-01,-5.2318914289999725,-35.78917655999993
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,31337,Maniçoba,Maniçoba 06,232530.0,8685551.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,,132,BA,EOLCVBA031337-8-01,-11.87985877999995,-41.45525464199994
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30322,Planaltina,PLA_17,755007.0,8454593.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Planaltina S.A.,,133,BA,EOLCVBA030322-4-01,-13.96795825099997,-42.63995219599997
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31422,Ventos de Santa Brígida VII,BR7-10,747905.0,9021818.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brigida VII Energias Renováveis S.A,,134,PE,EOLCVPE031422-6-01,-8.842433784999969,-36.74607944099995
0.6,86.6,64.6,44.0,2022-10-24 15:37:27,28793,Água Doce,AEG 15,428612.8,7059942.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,135,SC,EOLCVSC028793-8-01,-26.579719806999947,-51.71719941099997
2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28811,Sangradouro,SG-18,567828.86,6687465.2,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,136,RS,EOLCVRS028811-0-01,-29.94171692799995,-50.297148264999976
2.1,136.5,89.0,95.0,2022-10-24 15:37:27,30340,Areia Branca,UG2,732621.0,9450852.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Bela Vista Geração e Comercialização de Energia S.A.,,137,RN,EOLCVRN030340-2-01,-4.964853974999926,-36.90213821999998
2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30449,Osório 3,OS3-08,571739.09,6681775.47,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia S.A.,,138,RS,EOLCVRS030449-2-01,-29.992838159999962,-50.25625043399998
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.27,234773.0,9410672.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,139,RN,EOLCVRN028424-6-01,-5.327026892999925,-35.39310938099993
2.0,145.0,100.0,90.0,2022-10-24 15:37:27,30844,Minuano I,UG6,277455.88,6264931.36,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VI S.A.,,140,RS,EOLCVRS030844-7-01,-33.73232371499995,-53.40206582099995
1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,7,186173.0,9406497.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,141,RN,EOLCVRN030889-7-01,-5.36288971099998,-35.831460008999954
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30752,Corrupião,COR-012,759892.0,8417870.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Corrupião S.A.,,142,BA,EOLCVBA030752-1-01,-14.298867263999966,-42.59086795999997
0.8,98.85,74.85,48.0,2022-10-24 15:37:27,29041,Millennium,06,282043.0,9281705.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,143,PB,EOLCVPB029041-6-01,-6.494501924999952,-34.97090247999995
3.0,130.0,75.0,110.0,2022-10-24 15:37:27,31424,Vaqueta,VAQ_07,763560.0,8421137.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Vaqueta S.A.,,144,BA,EOLCVBA031424-2-01,-14.269008023999959,-42.557206925999935
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30753,Tamanduá Mirim,TAM-56,758016.0,8409267.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,145,BA,EOLCVBA030753-0-01,-14.376760654999941,-42.60742252799997
2.3499999,144.0,98.0,92.0,2022-10-24 15:37:27,31524,Casa Nova III,CNIII-06,266881.0,8968512.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidroelétrica do São Francisco,,146,BA,EOLCVBA031524-9-01,-9.325041194999926,-41.12238783699996
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31365,Ventos de Santa Brígida I,BR1-05,746373.0,9024716.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,147,PE,EOLCVPE031365-3-01,-8.81632454499993,-36.76015895699993
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,31337,Maniçoba,Maniçoba 12,231769.0,8683719.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,,148,BA,EOLCVBA031337-8-01,-11.89635022699997,-41.46238465899995
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30625,Serra de Santana I,4,767720.0,9330326.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Serra de Santana S.A.,,149,RN,EOLCVRN030625-8-01,-6.053131729999961,-36.58137597399997
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 18,424751.0,9667452.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,150,CE,EOLCVCE028699-0-01,-3.0084168219999583,-39.67715255799993
1.5,141.45,100.0,82.9,2022-10-24 15:37:27,30296,Barra dos Coqueiros,WT 22,727462.0,8804435.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energen Energias Renováveis S.A.,,151,SE,EOLCVSE030296-1-01,-10.808369489999961,-36.91960773699998
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28788,Canoa Quebrada,UGE 07,639087.86,9506495.14,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,152,CE,EOLCVCE028788-1-01,-4.4637311309999745,-37.74637458099994
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30911,São Jorge,SC 11,472249.0,9640959.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica São Jorge S.A.,,153,CE,EOLCVCE030911-7-01,-3.248290620999967,-39.24978908099996
2.0,149.38,108.0,82.0,2022-10-24 15:37:27,30349,Cerro Chato II,AEG 7,624476.3171,6587483.5374,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,154,RS,EOLCVRS030349-6-01,-30.839302823999958,-55.698285761999955
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,30334,Fazenda Rosário 3,1,555428.0,6630926.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,155,RS,EOLCVRS030334-8-01,-30.45254255699996,-50.42267236999999
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30324,Pindaí,PND_8,752548.0,8428337.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pindaí S.A.,,156,BA,EOLCVBA030324-0-01,-14.205384891999927,-42.66028489699994
3.0,129.9,75.0,109.8,2022-10-24 15:37:27,31402,Abil,ABL_01,765036.0,8420144.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Abil S.A.,,157,BA,EOLCVBA031402-1-01,-14.277837631999944,-42.54343832199993
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31509,Pontal 2A,AERO 05,520782.0,6652065.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,158,RS,EOLCVRS031509-5-01,-30.262880761999952,-50.78395423699993
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31578,Verace 28,AGV28-06,282010.0,6275376.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,159,RS,EOLCVRS031578-8-01,-33.639145362999955,-53.35038217799996
2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32011,Cacimbas 1,AG CA-03,469083.0,9641340.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Cacimbas S.A.,,160,CE,EOLCVCE032011-0-01,-3.2448362669999256,-39.27828535499998
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31740,Umburanas 02,UMB_02_10,226762.0,8821070.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 2 S.A.,,161,BA,EOLCVBA031740-3-01,-10.654957706999937,-41.497572574999936
2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30511,Calango 1,CAL1-8,772122.0,9332848.631,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 1 Energia Renovável S.A.,,162,RN,EOLCVRN030511-1-01,-6.030549889999975,-36.542069236999964
1.68,130.0,80.0,100.0,2023-01-10 16:24:58,30768,Maron,AEG-13,758647.0,8437153.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,163,BA,EOLCVBA030768-8-01,-14.12478350799995,-42.60423651299993
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30566,União dos Ventos 5,12,192049.45,9437036.47,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Morro dos Ventos Geradora Eólica S.A,,164,RN,EOLCVRN030566-9-01,-5.087182514999938,-35.77726681499996
1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30503,Eurus I,AG_04_EU1,182814.983047,9406666.98795,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,165,RN,EOLCVRN030503-0-01,-5.3612042399999496,-35.86170961499994
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,7,182842.0,9416026.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,166,RN,EOLCVRN030497-2-01,-5.276653619999934,-35.86109022199997
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33647,São Miguel III,SM III 08,166122.0,9428676.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,167,RN,EOLCVRN033647-5-01,-5.161661134999974,-36.01123876199995
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30609,Serra de Santana II,8,768442.0,9326863.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Lagoa Nova S.A.,,168,RN,EOLCVRN030609-6-01,-6.084401711999931,-36.57471726799997
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG60,280676.1,6266875.73,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí V S.A,,169,RS,EOLCVRS030760-2-01,-33.71547292399998,-53.36685273799998
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,31484,Itarema III,5,406761.0,9673384.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema III S.A.,,170,CE,EOLCVCE031484-6-01,-2.9546527499999797,-39.838993235999965
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,30478,Fazenda Rosário 2,1,557186.0,6630297.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,171,RS,EOLCVRS030478-6-01,-30.45813603499994,-50.40432766699996
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29062,Bom Jardim,UG 4,639311.315,6855220.3105,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Bom Jardim Energia Eólica S.A.,,172,SC,EOLCVSC029062-9-01,-28.422050773999956,-49.57761879499998
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31353,Ventos de Santa Brígida VI,BR6-11,745269.0,9018228.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida VI Energias Renováveis S.A.,,173,PE,EOLCVPE031353-0-01,-8.87502453299993,-36.769837431999974
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28649,Canoa Quebrada,V2,644589.294321,9498398.39204,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rosa dos Ventos Geração e Comercialização de Energia S.A.,,174,CE,EOLCVCE028649-4-01,-4.536874946999944,-37.69666731399997
2.3499999,144.0,98.0,92.0,2022-10-24 15:37:27,31524,Casa Nova III,CNIII-12,266547.369,8967507.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidroelétrica do São Francisco,,175,BA,EOLCVBA031524-9-01,-9.334106929999962,-41.12547890299993
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG49,276439.3,6270572.66,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí V S.A,,176,RS,EOLCVRS030760-2-01,-33.681274206999944,-53.41160794799998
1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,8,186262.0,9406816.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,177,RN,EOLCVRN030889-7-01,-5.360011131999954,-35.83064439699996
4.2,200.0,125.0,150.0,2022-05-03 16:25:59,40880,Serrote III,SIII-5,459692.0,9636415.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,178,CE,EOLCVCE040880-8-01,-3.289365029999942,-39.362829172999966
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30842,Corredor do Senandes II,S2-06,374440.0,6414512.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes 2 S.A.,,179,RS,EOLCVRS030842-0-01,-32.399368581999965,-52.335073084999976
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30569,União dos Ventos 8,UV8-08,179950.111,9438750.343,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Esquina dos Ventos Geradora Eólica S.A.,,180,RN,EOLCVRN030569-3-01,-5.071200685999941,-35.88621400499994
2.1,153.7,120.0,110.0,2022-10-24 15:37:27,30925,Ventos de Horizonte,HO-04,645362.0,9488976.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos X S.A.,,181,CE,EOLCVCE030925-7-01,-4.622077452999974,-37.689551628999936
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,32102,Imburana Macho,IBM - 06,749573.0,8466645.0,Versão Válida,SIRGAS2000,Não,UTM 23 S (MER -45),Centrais Eólicas Imburana Macho S.A.,,182,BA,EOLCVBA032102-8-01,-13.859157163999953,-42.690898524999966
1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-13,748870.0,8431648.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,183,BA,EOLCVBA030779-3-01,-14.175403360999951,-42.69424294899994
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31740,Umburanas 02,UMB_02_06,226081.0,8820281.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 2 S.A.,,184,BA,EOLCVBA031740-3-01,-10.662037042999941,-41.503851528999974
1.68,130.0,80.0,100.0,2023-01-10 16:24:58,30768,Maron,AEG-02,759072.0,8435089.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,185,BA,EOLCVBA030768-8-01,-14.143390285999942,-42.60010678699996
2.1,143.7,96.2,95.0,2022-10-24 15:37:27,28857,Taíba Águia,AEG-07,512336.73,9609285.25,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Taíba Águia S.A,,186,CE,EOLCVCE028857-8-01,-3.5352421849999587,-38.889276405999965
